iter	Passed	Remaining
168	436	2145
169	437	2135
170	438	2127
171	440	2122
172	442	2115
173	443	2105
174	444	2096
175	445	2085
176	446	2075
177	447	2065
178	448	2056
179	449	2046
180	450	2036
181	450	2026
182	451	2017
183	452	2008
184	454	2003
185	456	1996
186	457	1988
187	458	1979
188	459	1970
189	460	1961
190	461	1952
191	461	1943
192	462	1934
193	463	1926
194	464	1917
195	465	1909
196	466	1901
197	467	1894
198	469	1890
199	471	1885
200	472	1877
201	473	1870
202	474	1862
203	475	1854
204	476	1846
205	477	1838
206	477	1831
207	478	1823
208	479	1815
209	480	1807
210	481	1800
211	482	1793
212	484	1789
213	485	1784
214	486	1777
215	487	1770
216	488	1763
217	489	1756
218	490	1749
219	491	1742
220	492	1735
221	493	1728
222	494	1721
223	495	1715
224	496	1708
225	497	1702
226	499	1699
227	500	1696
228	501	1690
229	502	1683
230	503	1677
231	504	1670
232	505	1664
233	506	1658
234	507	1651
235	508	1645
236	509	1639
237	510	1633
238	510	1627
239	511	1621
240	513	1618
241	515	1614
242	516	1608
243	517	1602
244	517	1596
245	518	1590
246	519	1584
247	520	1578
248	521	1572
249	522	1567
250	523	1561
251	524	1556
252	525	1550
253	526	1545
254	528	1542
255	529	1539
256	530	1534
257	531	1529
258	532	1523
259	533	1518
260	534	1513
261	535	1507
262	536	1502
263	537	1497
264	538	1492
265	538	1486
266	539	1481
267	540	1476
268	541	1472
269	543	1470
270	545	1466
271	545	1461
272	546	1456
273	547	1451
274	548	1446
275	549	1441
276	550	1436
277	551	1431
278	552	1427
279	553	1422
280	554	1418
281	555	1413
282	557	1411
283	558	1408
284	559	1404
285	560	1400
286	561	1395
287	562	1391
288	563	1386
289	564	1382
290	565	1377
291	566	1373
292	567	1368
293	568	1364
294	569	1359
295	570	1356
296	572	1354
297	573	1351
298	574	1347
299	575	1342
300	576	1338
301	577	1334
302	578	1330
303	579	1326
304	580	1321
305	581	1317
306	581	1313
307	582	1309
308	583	1305
309	584	1301
310	587	1300
311	588	1296
312	589	1292
313	589	1288
314	590	1285
315	591	1281
316	593	1277
317	594	1273
318	595	1270
319	596	1266
320	597	1262
321	597	1258
322	598	1255
323	600	1253
324	602	1250
325	603	1247
326	604	1243
327	605	1239
328	605	1235
329	606	1231
330	607	1228
331	608	1224
332	609	1220
333	610	1216
334	611	1213
335	612	1209
336	613	1206
337	614	1202
338	616	1201
339	617	1198
340	618	1194
341	619	1190
342	619	1187
343	620	1183
344	621	1180
345	622	1177
346	623	1173
347	624	1169
348	625	1166
349	626	1163
350	627	1160
351	628	1157
352	630	1154
353	631	1151
354	632	1148
355	633	1145
356	634	1142
357	635	1138
358	636	1135
359	637	1133
360	638	1130
361	639	1127
362	641	1124
363	642	1122
364	643	1120
365	645	1117
366	646	1114
367	647	1111
368	648	1109
369	649	1106
370	650	1103
371	651	1100
372	652	1097
373	653	1094
374	654	1091
375	656	1088
376	657	1086
377	658	1083
378	659	1080
379	660	1077
380	661	1074
381	662	1072
382	663	1069
383	664	1066
384	665	1063
385	666	1060
386	668	1058
387	669	1056
388	671	1054
389	673	1052
390	674	1051
391	676	1048
392	677	1045
393	678	1043
394	679	1040
395	680	1037
396	681	1035
397	682	1032
398	683	1029
399	684	1026
400	686	1024
401	688	1024
402	690	1022
403	691	1019
404	692	1017
405	693	1014
406	694	1011
407	695	1009
408	696	1006
409	697	1004
410	698	1001
411	699	998
412	700	996
413	701	993
414	702	990
415	704	989
416	706	987
417	706	984
418	707	981
419	708	978
420	709	975
421	710	973
422	711	970
423	712	967
424	713	964
425	714	962
426	715	959
427	715	956
428	716	954
429	717	951
430	718	948
431	719	946
432	720	943
433	721	940
434	722	938
435	723	935
436	724	933
437	725	930
438	726	928
439	727	925
440	728	923
441	729	920
442	730	918
443	731	915
444	732	913
445	733	911
446	734	908
447	735	906
448	736	904
449	737	901
450	738	899
451	739	896
452	740	894
453	741	891
454	742	889
455	743	887
456	744	885
457	745	882
458	746	880
459	747	878
460	748	875
461	749	873
462	751	871
463	752	868
464	753	866
465	754	864
466	755	861
467	756	859
468	757	857
469	758	854
470	759	852
471	760	850
472	761	848
473	762	845
474	763	843
475	763	841
476	764	838
477	765	836
478	767	834
479	768	832
480	769	829
481	770	827
482	771	825
483	771	823
484	772	820
485	774	818
486	775	816
487	776	814
488	777	812
489	778	809
490	779	807
491	780	805
492	781	803
493	782	801
494	783	799
495	784	796
496	785	794
497	786	792
498	787	790
499	788	788
500	789	786
501	790	784
502	791	781
503	792	779
504	793	777
505	794	775
506	795	773
507	796	771
508	797	769
509	798	767
510	799	764
511	800	762
512	801	760
513	802	758
514	803	756
515	804	754
516	805	752
517	806	750
518	807	748
519	808	746
520	809	744
521	810	742
522	811	740
523	812	738
524	813	736
525	815	734
526	816	732
527	817	730
528	818	728
529	819	726
530	820	724
531	822	723
532	823	721
533	824	719
534	825	717
535	826	715
536	827	713
537	828	711
538	830	709
539	831	707
540	832	705
541	833	704
542	834	702
543	835	700
544	836	698
545	837	696
546	838	694
547	839	692
548	840	690
549	841	688
550	842	686
551	843	684
552	844	682
553	845	680
554	846	678
555	847	676
556	848	675
557	849	673
558	850	671
559	851	669
560	852	667
561	854	665
562	855	663
563	856	661
564	857	660
565	858	658
566	859	656
567	860	654
568	861	652
569	863	651
570	864	649
571	865	647
572	866	645
573	867	643
574	868	642
575	870	640
576	871	638
577	872	636
578	873	635
579	874	633
580	875	631
581	876	629
582	877	627
583	878	625
584	879	624
585	880	622
586	881	620
587	882	618
588	883	616
589	885	615
590	886	613
591	887	611
592	888	609
593	889	607
594	890	605
595	891	604
596	892	602
597	893	600
598	894	598
599	895	596
600	896	594
601	897	593
602	898	591
603	899	589
604	900	587
605	901	585
606	902	584
607	903	582
608	903	580
609	904	578
610	906	576
611	907	575
612	908	573
613	909	571
614	910	569
615	911	567
616	912	566
617	913	564
618	914	562
619	915	560
620	916	559
621	917	557
622	918	555
623	919	553
624	920	552
625	921	550
626	922	548
627	923	546
628	924	545
629	925	543
630	926	541
631	927	540
632	928	538
633	929	536
634	930	534
635	931	533
636	932	531
637	933	529
638	934	527
639	935	526
640	936	524
641	937	522
642	938	521
643	939	519
644	940	517
645	941	515
646	942	514
647	943	512
648	944	510
649	945	509
650	946	507
651	948	505
652	949	504
653	951	503
654	952	501
655	953	499
656	953	498
657	955	496
658	955	494
659	956	492
660	957	491
661	958	489
662	960	487
663	961	486
664	962	484
665	963	482
666	964	481
667	965	479
668	966	478
669	968	477
670	969	475
671	971	473
672	972	472
673	973	470
674	974	469
675	975	467
676	976	465
677	977	464
678	978	462
679	981	461
680	982	460
681	983	458
682	985	457
683	986	455
684	987	453
685	987	452
686	988	450
687	989	448
688	990	447
689	991	445
690	992	443
691	995	442
692	996	441
693	997	439
694	998	438
695	999	436
696	1000	435
697	1001	433
698	1002	431
699	1003	430
700	1004	428
701	1005	426
702	1006	425
703	1007	423
704	1009	422
705	1011	421
706	1011	419
707	1012	417
708	1013	416
709	1014	414
710	1015	412
711	1016	411
712	1017	409
713	1018	407
714	1019	406
715	1020	404
716	1021	403
717	1022	401
718	1024	400
719	1025	398
720	1026	397
721	1027	395
722	1028	393
723	1029	392
724	1029	390
725	1030	389
726	1031	387
727	1032	385
728	1033	384
729	1034	382
730	1035	381
731	1036	379
732	1037	378
733	1038	376
734	1039	374
735	1040	373
736	1041	371
737	1042	370
738	1043	368
739	1044	366
740	1045	365
741	1046	363
742	1046	362
743	1047	360
744	1048	358
745	1049	357
746	1051	355
747	1052	354
748	1053	353
749	1054	351
750	1055	350
751	1056	348
752	1057	346
753	1058	345
754	1059	343
755	1060	342
756	1061	340
757	1062	339
758	1063	337
759	1063	335
760	1064	334
761	1065	332
762	1066	331
763	1067	329
764	1068	328
765	1069	326
766	1070	325
767	1071	323
768	1072	322
769	1073	320
770	1074	319
771	1074	317
772	1075	315
773	1076	314
774	1077	312
775	1078	311
776	1079	309
777	1080	308
778	1081	306
779	1082	305
780	1083	303
781	1084	302
782	1085	300
783	1086	299
784	1087	297
785	1088	296
786	1089	294
787	1090	293
788	1091	291
789	1092	290
790	1093	288
791	1094	287
792	1095	285
793	1096	284
794	1097	282
795	1098	281
796	1099	279
797	1100	278
798	1101	277
799	1102	275
800	1103	274
801	1104	272
802	1105	271
803	1106	269
804	1106	268
805	1107	266
806	1108	265
807	1109	263
808	1110	262
809	1111	260
810	1112	259
811	1113	257
812	1114	256
813	1116	255
814	1116	253
815	1117	252
816	1118	250
817	1119	249
818	1120	247
819	1121	246
820	1122	244
821	1123	243
822	1124	241
823	1125	240
824	1127	239
825	1128	237
826	1128	236
827	1129	234
828	1130	233
829	1131	231
830	1132	230
831	1133	228
832	1134	227
833	1135	225
834	1136	224
835	1137	223
836	1138	221
837	1139	220
838	1141	218
839	1142	217
840	1143	216
841	1144	214
842	1145	213
843	1146	211
844	1146	210
845	1147	208
846	1148	207
847	1149	206
848	1150	204
849	1151	203
850	1152	201
851	1153	200
852	1154	198
853	1156	197
854	1157	196
855	1158	194
856	1159	193
857	1159	191
858	1160	190
859	1161	189
860	1162	187
861	1163	186
862	1164	184
863	1165	183
864	1166	182
865	1167	180
866	1168	179
867	1171	178
868	1172	176
869	1173	175
870	1174	173
871	1175	172
872	1176	171
873	1176	169
874	1177	168
875	1178	166
876	1179	165
877	1180	164
878	1181	162
879	1182	161
880	1184	159
881	1185	158
882	1186	157
883	1187	155
884	1188	154
885	1189	153
886	1190	151
887	1191	150
888	1192	148
889	1193	147
890	1194	146
891	1194	144
892	1195	143
893	1196	141
894	1197	140
895	1199	139
896	1201	137
897	1201	136
898	1203	135
899	1204	133
900	1204	132
901	1205	131
902	1206	129
903	1207	128
904	1208	126
905	1209	125
906	1210	124
907	1211	122
908	1212	121
909	1214	120
910	1215	118
911	1216	117
912	1217	115
913	1218	114
914	1219	113
915	1219	111
916	1220	110
917	1221	109
918	1222	107
919	1223	106
920	1224	105
921	1225	103
922	1226	102
923	1227	100
924	1229	99
925	1230	98
926	1231	96
927	1232	95
928	1232	94
929	1233	92
930	1234	91
931	1235	90
932	1236	88
933	1237	87
934	1238	86
935	1239	84
936	1240	83
937	1241	82
938	1243	80
939	1244	79
940	1245	78
941	1246	76
942	1247	75
943	1248	74
944	1249	72
945	1250	71
946	1251	70
947	1251	68
948	1252	67
949	1253	65
950	1254	64
951	1255	63
952	1257	61
953	1258	60
954	1259	59
955	1260	58
956	1261	56
957	1262	55
958	1263	54
959	1264	52
960	1265	51
961	1266	50
962	1266	48
963	1267	47
964	1268	46
965	1269	44
966	1270	43
967	1272	42
968	1273	40
969	1274	39
970	1275	38
971	1276	36
972	1277	35
973	1278	34
974	1279	32
975	1280	31
976	1281	30
977	1282	28
978	1283	27
979	1284	26
980	1286	24
981	1287	23
982	1288	22
983	1289	20
984	1290	19
985	1291	18
986	1292	17
987	1293	15
988	1294	14
989	1295	13
990	1296	11
991	1297	10
992	1298	9
993	1303	7
994	1305	6
995	1306	5
996	1307	3
997	1308	2
998	1309	1
999	1310	0
